year,week,team,player,position,injury
2018,1,Houston Texans,Kevin Johnson,DB,Concussion
2018,1,Houston Texans,Whitney Mercilus,LB,Hamstring
2018,1,Houston Texans,Kayvon Webster,DB,Achilles
2018,1,Indianapolis Colts,Anthony Castonzo,OT,Hamstring
2018,1,Indianapolis Colts,Denzelle Good,OG,Multiple
2018,1,Indianapolis Colts,Nate Hairston,DB,Hamstring
2018,1,Indianapolis Colts,Darius Leonard,LB,Multiple
2018,1,Indianapolis Colts,Marlon Mack,RB,Hamstring
2018,1,Indianapolis Colts,Zach Pascal,WR,Calf
2018,1,Indianapolis Colts,Anthony Walker,LB,Groin
2018,1,Jacksonville Jaguars,Brandon Linder,C,Knee
2018,1,Jacksonville Jaguars,Jermey Parnell,OT,Knee
2018,1,Jacksonville Jaguars,Jalen Ramsey,DB,Ankle
2018,1,Jacksonville Jaguars,Austin Seferian-Jenkins,TE,Other
2018,1,Kansas City Chiefs,Allen Bailey,DE,Knee
2018,1,Kansas City Chiefs,Eric Berry,DB,Heel
2018,1,Kansas City Chiefs,Justin Hamilton,DT,Ankle
2018,1,Kansas City Chiefs,Marcus Kemp,WR,Ankle
2018,1,Kansas City Chiefs,Reggie Ragland,LB,Knee
2018,1,Los Angeles Chargers,Joey Bosa,DE,Foot
2018,1,Los Angeles Chargers,Justin Jones,DT,Ankle
2018,1,Los Angeles Chargers,Tyrell Williams,WR,Groin
2018,1,Los Angeles Rams,Mark Barron,LB,Ankle
2018,1,Los Angeles Rams,Justin Davis,RB,Hamstring
2018,1,Miami Dolphins,Frank Gore,RB,Multiple
2018,1,Miami Dolphins,Jakeem Grant,WR,Shoulder
2018,1,Miami Dolphins,MarQueis Gray,TE,Foot
2018,1,Miami Dolphins,Ted Larsen,OG,Knee
2018,1,Miami Dolphins,Brock Osweiler,QB,Knee
2018,1,Miami Dolphins,DeVante Parker,WR,Finger
2018,1,Miami Dolphins,Josh Sitton,OG,Shoulder
2018,1,Minnesota Vikings,Mackensie Alexander,DB,Ankle
2018,1,Minnesota Vikings,Stacy Coley,WR,Groin
2018,1,Minnesota Vikings,Aviante Collins,OT,Elbow
2018,1,Minnesota Vikings,Pat Elflein,OG,Multiple
2018,1,Minnesota Vikings,Riley Reiff,OT,Foot
2018,1,Minnesota Vikings,Xavier Rhodes,DB,Hamstring
2018,1,Minnesota Vikings,Marcus Sherels,DB,Hamstring
2018,1,Minnesota Vikings,Roc Thomas,RB,Ankle
2018,1,New England Patriots,Ja'Whaun Bentley,LB,Illness
2018,1,New England Patriots,Marcus Cannon,OT,Calf
2018,1,New England Patriots,Duke Dawson,DB,Hamstring
2018,1,New England Patriots,Nate Ebner,DB,Knee
2018,1,New England Patriots,Jacob Hollister,TE,Hamstring
2018,1,New England Patriots,Sony Michel,RB,Knee
2018,1,New Orleans Saints,Andrus Peat,OG,Quadricep
2018,1,New York Giants,Lorenzo Carter,LB,Illness
2018,1,New York Giants,Tae Davis,LB,Hamstring
2018,1,New York Giants,Olivier Vernon,DE,Ankle
2018,1,New York Jets,Jeremiah Attaochu,LB,Calf
2018,1,New York Jets,Kelvin Beachum,OT,Foot
2018,1,New York Jets,Quincy Enunwa,WR,Thumb
2018,1,New York Jets,Neville Hewitt,LB,Knee
2018,1,New York Jets,Jermaine Kearse,WR,Abdomen
2018,1,New York Jets,Spencer Long,OG,Knee
2018,1,New York Jets,Josh Martin,LB,Concussion
2018,1,New York Jets,Marcus Maye,DB,Foot
2018,1,New York Jets,Steve McLendon,DT,Knee
2018,1,New York Jets,Terrelle Pryor,WR,Ankle
2018,1,New York Jets,Darryl Skrine,DB,Hand
2018,1,New York Jets,Avery Williamson,LB,Hamstring
2018,1,New York Jets,Brian Winters,OG,Back
2018,1,Oakland Raiders,Marshawn Lynch,RB,Groin
2018,1,Oakland Raiders,Nick Nelson,DB,Hamstring
2018,1,Oakland Raiders,Kelechi Osemele,OG,Back
2018,1,Oakland Raiders,Brian Price,DT,Hamstring
2018,1,Oakland Raiders,DeAndre Washington,RB,Knee
2018,1,Oakland Raiders,Tahir Whitehead,LB,Ankle
2018,1,Philadelphia Eagles,Jay Ajayi,RB,Foot
2018,1,Philadelphia Eagles,Michael Bennett,DE,Knee
2018,1,Philadelphia Eagles,Mack Hollins,WR,Groin
2018,1,Philadelphia Eagles,Alshon Jeffery,WR,Shoulder
2018,1,Philadelphia Eagles,Richard Rodgers,TE,Knee
2018,1,Philadelphia Eagles,Carson Wentz,QB,Knee
2018,1,Pittsburgh Steelers,Vance McDonald,TE,Foot
2018,1,San Francisco 49ers,Garry Gilliam,OT,Concussion
2018,1,San Francisco 49ers,Erik Magnuson,OT,Hamstring
2018,1,San Francisco 49ers,Malcolm Smith,LB,Hamstring
2018,1,San Francisco 49ers,Jimmie Ward,DB,Quadricep
2018,1,San Francisco 49ers,Dekoda Watson,LB,Hamstring
2018,1,Seattle Seahawks,Doug Baldwin,WR,Knee
2018,1,Seattle Seahawks,D.J. Fluker,OG,Hamstring
2018,1,Seattle Seahawks,Germain Ifedi,OT,Ankle
2018,1,Seattle Seahawks,Dontae Johnson,DB,Hip
2018,1,Seattle Seahawks,Dion Jordan,DE,Knee
2018,1,Seattle Seahawks,Rashaad Penny,RB,Hand
2018,1,Seattle Seahawks,Jarran Reed,DT,Knee
2018,1,Seattle Seahawks,J.R. Sweezy,OG,Ankle
2018,1,Seattle Seahawks,Tedric Thompson,DB,Rib
2018,1,Seattle Seahawks,Neiko Thorpe,DB,Wrist
2018,1,Seattle Seahawks,K.J. Wright,LB,Knee
2018,1,Tampa Bay Buccaneers,Evan Smith,C,Hip
2018,1,Tampa Bay Buccaneers,Brent Grimes,DB,Groin
2018,1,Tampa Bay Buccaneers,De'Vante Harris,DB,Hamstring
2018,1,Tampa Bay Buccaneers,Donovan Smith,OT,Knee
2018,1,Tampa Bay Buccaneers,M.J. Stewart,DB,Foot
2018,1,Tampa Bay Buccaneers,Vita Vea,DT,Calf
2018,1,Tennessee Titans,Jack Conklin,OT,Knee
2018,1,Tennessee Titans,Rashaan Evans,LB,Hamstring
2018,1,Tennessee Titans,Harold Landry,LB,Ankle
2018,1,Tennessee Titans,Kendrick Lewis,DB,Foot
2018,1,Tennessee Titans,Derrick Morgan,LB,Knee
2018,1,Washington Redskins,Zach Brown,LB,Oblique
2018,1,Washington Redskins,Maurice Harris,WR,Concussion
2018,1,Washington Redskins,Ryan Kerrigan,LB,Hip
2018,1,Washington Redskins,Colt McCoy,QB,Thumb
2018,1,Washington Redskins,Trent Williams,OT,Knee
2018,2,Arizona Cardinals,Budda Baker,DB,Ankle
2018,2,Arizona Cardinals,Korey Cunningham,OT,Thumb
2018,2,Arizona Cardinals,Markus Golden,LB,Knee
2018,2,Arizona Cardinals,Jermaine Gresham,TE,Achilles
2018,2,Arizona Cardinals,David Johnson,RB,Back
2018,2,Arizona Cardinals,T.J. Logan,RB,Ankle
2018,2,Arizona Cardinals,Robert Nkemdiche,DT,Foot
2018,2,Arizona Cardinals,Olsen Pierre,DE,Toe
2018,2,Arizona Cardinals,Haason Reddick,LB,Ankle
2018,2,Arizona Cardinals,Andre Smith,OT,Elbow
2018,2,Atlanta Falcons,Devonta Freeman,RB,Knee
2018,2,Atlanta Falcons,Russell Gage,WR,Knee
2018,2,Atlanta Falcons,Ben Garland,C,Calf
2018,2,Atlanta Falcons,Marvin Hall,WR,Ankle
2018,2,Atlanta Falcons,Josh Harris,LS,Hip
2018,2,Atlanta Falcons,Austin Hooper,TE,Knee
2018,2,Atlanta Falcons,Andrew Levitre,OG,Elbow
2018,2,Atlanta Falcons,Isaiah Oliver,DB,Ankle
2018,2,Atlanta Falcons,Ricky Ortiz,RB,Neck
2018,2,Atlanta Falcons,Brian Poole,DB,Ankle
2018,2,Atlanta Falcons,Blidi Wreh-Wilson,DB,Shoulder
2018,2,Baltimore Ravens,Maurice Canady,DB,Thigh
2018,2,Baltimore Ravens,Kenneth Dixon,RB,Knee
2018,2,Baltimore Ravens,Janarion Grant,WR,Hand
2018,2,Baltimore Ravens,Willie Henry,DT,Abdomen
2018,2,Baltimore Ravens,Hayden Hurst,TE,Foot
2018,2,Buffalo Bills,Taron Johnson,DB,Shoulder
2018,2,Buffalo Bills,Shaq Lawson,DE,Hamstring
2018,2,Buffalo Bills,Ray Ray McCloud,WR,Knee
2018,2,Buffalo Bills,Julian Stanford,LB,Other
2018,2,Carolina Panthers,C.J. Anderson,RB,Illness
2018,2,Carolina Panthers,Vernon Butler,DT,Shoulder
2018,2,Carolina Panthers,Damiere Byrd,WR,Knee
2018,2,Carolina Panthers,Colin Jones,DB,Knee
2018,2,Carolina Panthers,Luke Kuechly,LB,Knee
2018,2,Carolina Panthers,Greg Olsen,TE,Foot
2018,2,Carolina Panthers,Curtis Samuel,WR,Illness
2018,2,Carolina Panthers,Da'Norris Searcy,DB,Chest
2018,2,Carolina Panthers,Trai Turner,OG,Concussion
2018,2,Chicago Bears,Daniel Brown,TE,Shoulder
2018,2,Chicago Bears,Bryce Callahan,DB,Knee
2018,2,Chicago Bears,DeAndre Houston-Carson,DB,Multiple
2018,2,Chicago Bears,Kyle Long,OG,Ankle
2018,2,Cincinnati Bengals,Clint Boling,OG,Foot
2018,2,Cincinnati Bengals,Preston Brown,LB,Ankle
2018,2,Cincinnati Bengals,Cody Core,WR,Back
2018,2,Cincinnati Bengals,Darqueze Dennard,DB,Neck
2018,2,Cincinnati Bengals,Carlos Dunlap,DE,Calf
2018,2,Cincinnati Bengals,Tyler Eifert,TE,Back
2018,2,Cincinnati Bengals,William Jackson,DB,Shoulder
2018,2,Cincinnati Bengals,Tyler Kroft,TE,Illness
2018,2,Cincinnati Bengals,C.J. Uzomah,TE,Shoulder
2018,2,Cleveland Browns,James Burgess,LB,Concussion
2018,2,Cleveland Browns,E.J. Gaines,DB,Knee
2018,2,Cleveland Browns,Desmond Harrison,OT,Shoulder
2018,2,Cleveland Browns,Christian Kirksey,LB,Multiple
2018,2,Cleveland Browns,Jarvis Landry,WR,Thigh
2018,2,Cleveland Browns,Emmanuel Ogbah,DE,Ankle
2018,2,Cleveland Browns,Damarious Randall,DB,Multiple
2018,2,Dallas Cowboys,Kavon Frazier,DB,Shoulder
2018,2,Dallas Cowboys,Travis Frederick,C,Illness
2018,2,Dallas Cowboys,Randy Gregory,DE,Concussion
2018,2,Dallas Cowboys,Datone Jones,DE,Knee
2018,2,Dallas Cowboys,Demarcus Lawrence,DE,Groin
2018,2,Dallas Cowboys,Dak Prescott,QB,Groin
2018,2,Dallas Cowboys,Xavier Woods,DB,Hamstring
2018,2,Denver Broncos,Keishawn Bierria,LB,Foot
2018,2,Denver Broncos,Sam Jones,OG,Back
2018,2,Denver Broncos,Ronald Leary,OG,Knee
2018,2,Denver Broncos,Phillip Lindsay,RB,Knee
2018,2,Denver Broncos,Brandon Marshall,LB,Knee
2018,2,Denver Broncos,Tim Patrick,WR,Calf
2018,2,Denver Broncos,Shane Ray,LB,Wrist
2018,2,Denver Broncos,Bradley Roby,DB,Wrist
2018,2,Denver Broncos,Derek Wolfe,DE,Abdomen
2018,2,Detroit Lions,Ezekiel Ansah,DE,Shoulder
2018,2,Detroit Lions,LeGarrette Blount,RB,Shoulder
2018,2,Detroit Lions,Andrew Donnal,OT,Knee
2018,2,Detroit Lions,T.J. Lang,OG,Back
2018,2,Detroit Lions,Matthew Stafford,QB,Shin
2018,2,Green Bay Packers,Davante Adams,WR,Shoulder
2018,2,Green Bay Packers,Oren Burks,LB,Shoulder
2018,2,Green Bay Packers,Josh Jones,DB,Ankle
2018,2,Green Bay Packers,Aaron Rodgers,QB,Knee
2018,2,Houston Texans,Johnson Bademosi,DB,Knee
2018,2,Houston Texans,Jadeveon Clowney,DE,Multiple
2018,2,Houston Texans,Sammie Coates,WR,Hamstring
2018,2,Houston Texans,Keke Coutee,WR,Hamstring
2018,2,Houston Texans,Christian Covington,DT,Multiple
2018,2,Houston Texans,Duke Ejiofor,LB,Hamstring
2018,2,Houston Texans,Will Fuller,WR,Hamstring
2018,2,Houston Texans,DeAndre Hopkins,WR,Foot
2018,2,Houston Texans,Kayvon Webster,DB,Achilles
2018,2,Indianapolis Colts,Denico Autry,DT,Ankle
2018,2,Indianapolis Colts,Anthony Castonzo,OT,Hamstring
2018,2,Indianapolis Colts,Clayton Geathers,DB,Knee
2018,2,Indianapolis Colts,Denzelle Good,OG,Multiple
2018,2,Indianapolis Colts,Ryan Grant,WR,Chest
2018,2,Indianapolis Colts,Marlon Mack,RB,Hamstring
2018,2,Indianapolis Colts,Chris Milton,DB,Concussion
2018,2,Indianapolis Colts,Grover Stewart,DT,Shoulder
2018,2,Jacksonville Jaguars,Leonard Fournette,RB,Hamstring
2018,2,Jacksonville Jaguars,Leon Jacobs,LB,Ankle
2018,2,Jacksonville Jaguars,Brandon Linder,C,Knee
2018,2,Jacksonville Jaguars,Jaydon Mickens,WR,Knee
2018,2,Jacksonville Jaguars,Jermey Parnell,OT,Knee
2018,2,Jacksonville Jaguars,Austin Seferian-Jenkins,TE,Other
2018,2,Jacksonville Jaguars,Telvin Smith,LB,Back
2018,2,Jacksonville Jaguars,T.J. Yeldon,RB,Ankle
2018,2,Kansas City Chiefs,Eric Berry,DB,Heel
2018,2,Kansas City Chiefs,Kendall Fuller,DB,Thumb
2018,2,Kansas City Chiefs,Justin Hamilton,DT,Ankle
2018,2,Kansas City Chiefs,Reginald McKenzie,OG,Illness
2018,2,Kansas City Chiefs,Ben Niemann,LB,Hamstring
2018,2,Kansas City Chiefs,Reggie Ragland,LB,Knee
2018,2,Kansas City Chiefs,Darrel Williams,RB,Shoulder
2018,2,Los Angeles Chargers,Joe Barksdale,OT,Knee
2018,2,Los Angeles Chargers,Travis Benjamin,WR,Foot
2018,2,Los Angeles Chargers,Joey Bosa,DE,Foot
2018,2,Los Angeles Chargers,Craig Mager,DB,Hamstring
2018,2,Los Angeles Chargers,Tyrell Williams,WR,Groin
2018,2,Los Angeles Rams,Mark Barron,LB,Ankle
2018,2,Los Angeles Rams,Mike Thomas,WR,Hip
2018,2,Miami Dolphins,John Denney,LS,Shoulder
2018,2,Miami Dolphins,William Hayes,DE,Finger
2018,2,Miami Dolphins,Ja'Wuan James,OT,Hamstring
2018,2,Miami Dolphins,DeVante Parker,WR,Finger
2018,2,Miami Dolphins,Josh Sitton,OG,Shoulder
2018,2,Miami Dolphins,Laremy Tunsil,OT,Hamstring
2018,2,Minnesota Vikings,Mackensie Alexander,DB,Ankle
2018,2,Minnesota Vikings,Pat Elflein,OG,Multiple
2018,2,Minnesota Vikings,Everson Griffen,DE,Toe
2018,2,Minnesota Vikings,Roc Thomas,RB,Ankle
2018,2,Minnesota Vikings,Trae Waynes,DB,Knee
2018,2,New England Patriots,Rex Burkhead,RB,Concussion
2018,2,New England Patriots,Marcus Cannon,OT,Calf
2018,2,New England Patriots,Keion Crossen,DB,Hamstring
2018,2,New England Patriots,Nate Ebner,DB,Knee
2018,2,New England Patriots,Jacob Hollister,TE,Hamstring
2018,2,New England Patriots,Sony Michel,RB,Knee
2018,2,New Orleans Saints,Terron Armstead,OT,Knee
2018,2,New Orleans Saints,Tyeler Davison,DT,Foot
2018,2,New Orleans Saints,Ted Ginn Jr.,WR,Knee
2018,2,New Orleans Saints,Andrus Peat,OG,Ankle
2018,2,New Orleans Saints,Michael Thomas,WR,Illness
2018,2,New York Giants,Tae Davis,LB,Hamstring
2018,2,New York Giants,Wayne Gallman,RB,Knee
2018,2,New York Giants,Sterling Shepard,WR,Back
2018,2,New York Giants,Olivier Vernon,DE,Ankle
2018,2,New York Jets,Kelvin Beachum,OT,Foot
2018,2,New York Jets,Quincy Enunwa,WR,Thumb
2018,2,New York Jets,Neville Hewitt,LB,Knee
2018,2,New York Jets,Jermaine Kearse,WR,Abdomen
2018,2,New York Jets,Spencer Long,OG,Knee
2018,2,New York Jets,Josh Martin,LB,Concussion
2018,2,New York Jets,Marcus Maye,DB,Foot
2018,2,New York Jets,Steve McLendon,DT,Knee
2018,2,New York Jets,Doug Middleton,DB,Finger
2018,2,New York Jets,Kevin Pierre-Louis,LB,Abdomen
2018,2,New York Jets,Terrelle Pryor,WR,Ankle
2018,2,New York Jets,Brian Winters,OG,Back
2018,2,Oakland Raiders,Andrew DePaola,LS,Knee
2018,2,Oakland Raiders,Justin Ellis,DT,Foot
2018,2,Oakland Raiders,P.J. Hall,DT,Ankle
2018,2,Oakland Raiders,Dwayne Harris,WR,Foot
2018,2,Oakland Raiders,Rodney Hudson,C,Ankle
2018,2,Oakland Raiders,Gabe Jackson,OG,Pectoral
2018,2,Oakland Raiders,Brandon LaFell,WR,Back
2018,2,Oakland Raiders,Marshawn Lynch,RB,Shoulder
2018,2,Oakland Raiders,Brian Price,DT,Hamstring
2018,2,Oakland Raiders,Johnny Townsend,P,Quadricep
2018,2,Oakland Raiders,DeAndre Washington,RB,Knee
2018,2,Philadelphia Eagles,Shelton Gibson,WR,Knee
2018,2,Philadelphia Eagles,Alshon Jeffery,WR,Shoulder
2018,2,Philadelphia Eagles,Darren Sproles,RB,Hamstring
2018,2,Philadelphia Eagles,Carson Wentz,QB,Knee
2018,2,Pittsburgh Steelers,Tyson Alualu,DE,Shoulder
2018,2,Pittsburgh Steelers,Artie Burns,DB,Toe
2018,2,Pittsburgh Steelers,David DeCastro,OG,Hand
2018,2,Pittsburgh Steelers,Joe Haden,DB,Hamstring
2018,2,Pittsburgh Steelers,Cameron Heyward,DT,Knee
2018,2,Pittsburgh Steelers,Vance McDonald,TE,Foot
2018,2,Pittsburgh Steelers,Ben Roethlisberger,QB,Elbow
2018,2,San Francisco 49ers,Adrian Colbert,DB,Hamstring
2018,2,San Francisco 49ers,Joshua Garnett,OG,Toe
2018,2,San Francisco 49ers,Marquise Goodwin,WR,Quadricep
2018,2,San Francisco 49ers,Erik Magnuson,OT,Hamstring
2018,2,San Francisco 49ers,Mike Person,OG,Foot
2018,2,San Francisco 49ers,Malcolm Smith,LB,Hamstring
2018,2,San Francisco 49ers,Jaquiski Tartt,DB,Shoulder
2018,2,San Francisco 49ers,K'Waun Williams,DB,Rib
2018,2,San Francisco 49ers,Ahkello Witherspoon,DB,Ankle
2018,2,Seattle Seahawks,Doug Baldwin,WR,Knee
2018,2,Seattle Seahawks,Frank Clark,DE,Elbow
2018,2,Seattle Seahawks,Tre Flowers,DB,Hamstring
2018,2,Seattle Seahawks,D.J. Fluker,OG,Hamstring
2018,2,Seattle Seahawks,Shaquill Griffin,DB,Thigh
2018,2,Seattle Seahawks,Delano Hill,DB,Hamstring
2018,2,Seattle Seahawks,Dion Jordan,DE,Knee
2018,2,Seattle Seahawks,Bradley McDougald,DB,Knee
2018,2,Seattle Seahawks,Bobby Wagner,LB,Groin
2018,2,Seattle Seahawks,K.J. Wright,LB,Knee
2018,2,Tampa Bay Buccaneers,Caleb Benenoch,OG,Knee
2018,2,Tampa Bay Buccaneers,Brent Grimes,DB,Groin
2018,2,Tampa Bay Buccaneers,DeSean Jackson,WR,Multiple
2018,2,Tampa Bay Buccaneers,Jason Pierre-Paul,LB,Knee
2018,2,Tampa Bay Buccaneers,Donovan Smith,OT,Knee
2018,2,Tampa Bay Buccaneers,Vita Vea,DT,Calf
2018,2,Tennessee Titans,Jack Conklin,OT,Knee
2018,2,Tennessee Titans,Corey Davis,WR,Hamstring
2018,2,Tennessee Titans,Matt Dickerson,DE,Knee
2018,2,Tennessee Titans,Kenneth Durden,DB,Hamstring
2018,2,Tennessee Titans,Rashaan Evans,LB,Hamstring
2018,2,Tennessee Titans,Dennis Kelly,OT,Illness
2018,2,Tennessee Titans,Harold Landry,LB,Ankle
2018,2,Tennessee Titans,Taylor Lewan,OT,Concussion
2018,2,Tennessee Titans,Kendrick Lewis,DB,Foot
2018,2,Tennessee Titans,Marcus Mariota,QB,Elbow
2018,2,Tennessee Titans,Derrick Morgan,LB,Knee
2018,2,Tennessee Titans,Luke Stocker,TE,Calf
2018,2,Washington Redskins,Troy Apke,DB,Hamstring
2018,2,Washington Redskins,Zach Brown,LB,Oblique
2018,2,Washington Redskins,Maurice Harris,WR,Concussion
2018,2,Washington Redskins,Colt McCoy,QB,Thumb
2018,2,Washington Redskins,Morgan Moses,OT,Knee
2018,2,Washington Redskins,Paul Richardson,WR,Shoulder
2018,2,Washington Redskins,Trent Williams,OT,Knee
2018,3,Arizona Cardinals,Korey Cunningham,OT,Thumb
2018,3,Arizona Cardinals,Larry Fitzgerald,WR,Hamstring
2018,3,Arizona Cardinals,Johnathan Ford,DB,Ankle
2018,3,Arizona Cardinals,Dennis Gardeck,LB,Ankle
2018,3,Arizona Cardinals,Markus Golden,LB,Knee
2018,3,Arizona Cardinals,Jermaine Gresham,TE,Achilles
2018,3,Arizona Cardinals,Mike Iupati,OG,Chest
2018,3,Arizona Cardinals,Christian Kirk,WR,Back
2018,3,Arizona Cardinals,Robert Nkemdiche,DT,Foot
2018,3,Arizona Cardinals,Olsen Pierre,DE,Toe
2018,3,Arizona Cardinals,Andre Smith,OT,Elbow
2018,3,Atlanta Falcons,Devonta Freeman,RB,Knee
2018,3,Atlanta Falcons,Russell Gage,WR,Knee
2018,3,Atlanta Falcons,Ben Garland,C,Calf
2018,3,Atlanta Falcons,Julio Jones,WR,Calf
2018,3,Atlanta Falcons,Takkarist McKinley,DE,Groin
2018,3,Atlanta Falcons,Corey Nelson,LB,Calf
2018,3,Atlanta Falcons,Isaiah Oliver,DB,Ankle
2018,3,Atlanta Falcons,Brian Poole,DB,Ankle
2018,3,Atlanta Falcons,Derrick Shelby,DE,Groin
2018,3,Baltimore Ravens,Anthony Averett,DB,Hamstring
2018,3,Baltimore Ravens,Alex Collins,RB,Illness
2018,3,Baltimore Ravens,Willie Henry,DT,Abdomen
2018,3,Baltimore Ravens,Hayden Hurst,TE,Foot
2018,3,Baltimore Ravens,Matt Judon,LB,Hamstring
2018,3,Baltimore Ravens,C.J. Mosley,LB,Knee
2018,3,Baltimore Ravens,Michael Pierce,DT,Foot
2018,3,Baltimore Ravens,Ronnie Stanley,OT,Elbow
2018,3,Baltimore Ravens,Tim Williams,LB,Illness
2018,3,Buffalo Bills,Kelvin Benjamin,WR,Hip
2018,3,Buffalo Bills,Phillip Gaines,DB,Elbow
2018,3,Buffalo Bills,Taron Johnson,DB,Shoulder
2018,3,Buffalo Bills,Taiwan Jones,RB,Other
2018,3,Buffalo Bills,Shaq Lawson,DE,Hamstring
2018,3,Buffalo Bills,Ray Ray McCloud,WR,Knee
2018,3,Buffalo Bills,LeSean McCoy,RB,Rib
2018,3,Carolina Panthers,Damiere Byrd,WR,Knee
2018,3,Carolina Panthers,Donte Jackson,DB,Groin
2018,3,Carolina Panthers,Greg Olsen,TE,Foot
2018,3,Carolina Panthers,Curtis Samuel,WR,Illness
2018,3,Carolina Panthers,Da'Norris Searcy,DB,Concussion
2018,3,Carolina Panthers,Trai Turner,OG,Concussion
2018,3,Chicago Bears,Marcus Cooper,DB,Hamstring
2018,3,Chicago Bears,DeAndre Houston-Carson,DB,Forearm
2018,3,Cincinnati Bengals,Giovani Bernard,RB,Knee
2018,3,Cincinnati Bengals,Preston Brown,LB,Ankle
2018,3,Cincinnati Bengals,Cody Core,WR,Back
2018,3,Cincinnati Bengals,Tyler Eifert,TE,Back
2018,3,Cincinnati Bengals,Bobby Hart,OT,Illness
2018,3,Cincinnati Bengals,Michael Johnson,DE,Knee
2018,3,Cincinnati Bengals,Tony McRae,DB,Knee
2018,3,Cincinnati Bengals,Joe Mixon,RB,Knee
2018,3,Cincinnati Bengals,Billy Price,C,Foot
2018,3,Cincinnati Bengals,Thomas Rawls,RB,Other
2018,3,Cleveland Browns,Briean Boddy-Calhoun,DB,Hamstring
2018,3,Cleveland Browns,James Burgess,LB,Wrist
2018,3,Cleveland Browns,Seth Devalve,TE,Hamstring
2018,3,Cleveland Browns,Desmond Harrison,OT,Shoulder
2018,3,Cleveland Browns,Christian Kirksey,LB,Multiple
2018,3,Cleveland Browns,Jarvis Landry,WR,Knee
2018,3,Cleveland Browns,Emmanuel Ogbah,DE,Ankle
2018,3,Cleveland Browns,Damarious Randall,DB,Heel
2018,3,Cleveland Browns,Denzel Ward,DB,Hamstring
2018,3,Dallas Cowboys,Cole Beasley,WR,Ankle
2018,3,Dallas Cowboys,Maliek Collins,DT,Knee
2018,3,Dallas Cowboys,Kavon Frazier,DB,Shoulder
2018,3,Dallas Cowboys,Travis Frederick,C,Illness
2018,3,Dallas Cowboys,Randy Gregory,DE,Concussion
2018,3,Dallas Cowboys,Datone Jones,DE,Knee
2018,3,Dallas Cowboys,Sean Lee,LB,Hamstring
2018,3,Dallas Cowboys,Daniel Ross,DT,Wrist
2018,3,Dallas Cowboys,Xavier Woods,DB,Hamstring
2018,3,Denver Broncos,Adam Jones,DB,Thigh
2018,3,Denver Broncos,Case Keenum,QB,Knee
2018,3,Denver Broncos,Brandon Marshall,LB,Knee
2018,3,Denver Broncos,Shane Ray,LB,Wrist
2018,3,Denver Broncos,Bradley Roby,DB,Wrist
2018,3,Denver Broncos,Dymonte Thomas,DB,Abdomen
2018,3,Denver Broncos,Jared Veldheer,OT,Concussion
2018,3,Detroit Lions,Jamal Agnew,DB,Shoulder
2018,3,Detroit Lions,Ezekiel Ansah,DE,Shoulder
2018,3,Detroit Lions,Andrew Donnal,OT,Knee
2018,3,Detroit Lions,Eli Harold,LB,Hip
2018,3,Detroit Lions,Marvin Jones,WR,Ankle
2018,3,Detroit Lions,T.J. Lang,OG,Back
2018,3,Detroit Lions,Michael Roberts,TE,Knee
2018,3,Detroit Lions,Darius Slay,DB,Concussion
2018,3,Green Bay Packers,Oren Burks,LB,Shoulder
2018,3,Green Bay Packers,Davon House,DB,Biceps
2018,3,Green Bay Packers,Josh Jones,DB,Ankle
2018,3,Green Bay Packers,Kevin King,DB,Groin
2018,3,Green Bay Packers,Aaron Rodgers,QB,Knee
2018,3,Houston Texans,Johnson Bademosi,DB,Knee
2018,3,Houston Texans,Jadeveon Clowney,DE,Back
2018,3,Houston Texans,Sammie Coates,WR,Hamstring
2018,3,Houston Texans,Keke Coutee,WR,Hamstring
2018,3,Houston Texans,Christian Covington,DT,Multiple
2018,3,Houston Texans,Duke Ejiofor,LB,Hamstring
2018,3,Houston Texans,Will Fuller,WR,Hamstring
2018,3,Houston Texans,Ryan Griffin,TE,Hip
2018,3,Houston Texans,DeAndre Hopkins,WR,Multiple
2018,3,Houston Texans,Kareem Jackson,DB,Ankle
2018,3,Houston Texans,Whitney Mercilus,LB,Shoulder
2018,3,Houston Texans,Martinas Rankin,OG,Ankle
2018,3,Houston Texans,Jordan Thomas,TE,Hip
2018,3,Houston Texans,J.J. Watt,DE,Knee
2018,3,Houston Texans,Kayvon Webster,DB,Achilles
2018,3,Indianapolis Colts,Denico Autry,DT,Ankle
2018,3,Indianapolis Colts,Anthony Castonzo,OT,Hamstring
2018,3,Indianapolis Colts,Jack Doyle,TE,Hip
2018,3,Indianapolis Colts,Clayton Geathers,DB,Multiple
2018,3,Indianapolis Colts,Denzelle Good,OG,Multiple
2018,3,Indianapolis Colts,T.Y. Hilton,WR,Quadricep
2018,3,Indianapolis Colts,Marlon Mack,RB,Multiple
2018,3,Indianapolis Colts,Christine Michael,RB,Illness
2018,3,Indianapolis Colts,Chris Milton,DB,Concussion
2018,3,Indianapolis Colts,Hassan Ridgeway,DT,Calf
2018,3,Indianapolis Colts,Quincy Wilson,DB,Concussion
2018,3,Jacksonville Jaguars,A.J. Cann,OG,Tricep
2018,3,Jacksonville Jaguars,Leonard Fournette,RB,Hamstring
2018,3,Jacksonville Jaguars,D.J. Hayden,DB,Toe
2018,3,Jacksonville Jaguars,Abry Jones,DT,Illness
2018,3,Jacksonville Jaguars,Brandon Linder,C,Knee
