year,week,team,player,position,injury
2016,8,Dallas Cowboys,Lance Dunbar,RB,Knee
2016,8,Dallas Cowboys,Chaz Green,OT,Foot
2016,8,Dallas Cowboys,David Irving,DT,Ankle
2016,8,Dallas Cowboys,Demarcus Lawrence,DE,Multiple
2016,8,Dallas Cowboys,Tony Romo,QB,Back
2016,8,Dallas Cowboys,Orlando Scandrick,DB,Multiple
2016,8,Dallas Cowboys,Tyron Smith,OT,Back
2016,8,Dallas Cowboys,Kyle Wilber,LB,Neck
2016,8,Dallas Cowboys,Jason Witten,TE,Chest
2016,8,Denver Broncos,C.J. Anderson,RB,Knee
2016,8,Denver Broncos,Shaquil Barrett,LB,Elbow
2016,8,Denver Broncos,Andy Janovich,RB,Hand
2016,8,Denver Broncos,Brandon Marshall,LB,Hamstring
2016,8,Denver Broncos,Matt Paradis,C,Hip
2016,8,Denver Broncos,Trevor Siemian,QB,Shoulder
2016,8,Denver Broncos,Aqib Talib,DB,Back
2016,8,Denver Broncos,Demaryius Thomas,WR,Hip
2016,8,Denver Broncos,Demarcus Ware,LB,Forearm
2016,8,Denver Broncos,Sylvester Williams,DT,Ankle
2016,8,Denver Broncos,Billy Winn,DE,Back
2016,8,Detroit Lions,Joe Dahl,OG,Illness
2016,8,Detroit Lions,Eric Ebron,TE,Multiple
2016,8,Detroit Lions,Nevin Lawson,DB,Foot
2016,8,Detroit Lions,DeAndre Levy,LB,Multiple
2016,8,Detroit Lions,Haloti Ngata,DT,Shoulder
2016,8,Detroit Lions,Riley Reiff,OT,Illness
2016,8,Detroit Lions,Theo Riddick,RB,Ankle
2016,8,Detroit Lions,Corey Robinson,OT,Ankle
2016,8,Detroit Lions,Darius Slay,DB,Hamstring
2016,8,Detroit Lions,Dwayne Washington,RB,Ankle
2016,8,Detroit Lions,Cole Wick,TE,Knee
2016,8,Green Bay Packers,Randall Cobb,WR,Hamstring
2016,8,Green Bay Packers,Jared Cook,TE,Ankle
2016,8,Green Bay Packers,Don Jackson,RB,Hand
2016,8,Green Bay Packers,T.J. Lang,OG,Hip
2016,8,Green Bay Packers,Clay Matthews,LB,Hamstring
2016,8,Green Bay Packers,Ty Montgomery,WR,Illness
2016,8,Green Bay Packers,Damarious Randall,DB,Groin
2016,8,Green Bay Packers,Quinten Rollins,DB,Groin
2016,8,Green Bay Packers,James Starks,RB,Knee
2016,8,Houston Texans,Oday Aboushi,OG,Shoulder
2016,8,Houston Texans,Lonnie Ballentine,DB,Multiple
2016,8,Houston Texans,Jadeveon Clowney,DE,Elbow
2016,8,Houston Texans,Quintin Demps,DB,Calf
2016,8,Houston Texans,Tyler Ervin,RB,Knee
2016,8,Houston Texans,Jonathan Grimes,RB,Ankle
2016,8,Houston Texans,Greg Mancz,C,Knee
2016,8,Houston Texans,Lamar Miller,RB,Shoulder
2016,8,Houston Texans,Corey Moore,DB,Concussion
2016,8,Houston Texans,Derek Newton,OT,Knee
2016,8,Houston Texans,Brock Osweiler,QB,Foot
2016,8,Houston Texans,Brian Peters,LB,Quadricep
2016,8,Indianapolis Colts,Mike Adams,DB,Shin
2016,8,Indianapolis Colts,Dwayne Allen,TE,Ankle
2016,8,Indianapolis Colts,Henry Anderson,DE,Knee
2016,8,Indianapolis Colts,Phillip Dorsett,WR,Hamstring
2016,8,Indianapolis Colts,T.Y. Hilton,WR,Hip
2016,8,Indianapolis Colts,Zach Kerr,DE,Ankle
2016,8,Indianapolis Colts,Kendall Langford,DE,Knee
2016,8,Indianapolis Colts,Andrew Luck,QB,Multiple
2016,8,Indianapolis Colts,Curt Maggitt,LB,Ankle
2016,8,Indianapolis Colts,Jack Mewhort,OG,Tricep
2016,8,Indianapolis Colts,Donte Moncrief,WR,Shoulder
2016,8,Indianapolis Colts,Joe Reitz,OG,Back
2016,8,Indianapolis Colts,Chester Rogers,WR,Multiple
2016,8,Jacksonville Jaguars,Prince Amukamara,DB,Knee
2016,8,Jacksonville Jaguars,Kelvin Beachum,OT,Knee
2016,8,Jacksonville Jaguars,Aaron Colvin,DB,Toe
2016,8,Jacksonville Jaguars,Rashad Greene,WR,Achilles
2016,8,Jacksonville Jaguars,Allen Hurns,WR,Multiple
2016,8,Jacksonville Jaguars,Sen'Derrick Marks,DT,Knee
2016,8,Jacksonville Jaguars,Roy Miller,DT,Achilles
2016,8,Jacksonville Jaguars,Jared Odrick,DE,Quadricep
2016,8,Jacksonville Jaguars,Neal Sterling,TE,Foot
2016,8,Jacksonville Jaguars,Julius Thomas,TE,Ankle
2016,8,Kansas City Chiefs,Jamaal Charles,RB,Knee
2016,8,Kansas City Chiefs,Jordan Devey,OG,Ankle
2016,8,Kansas City Chiefs,Phillip Gaines,DB,Knee
2016,8,Kansas City Chiefs,Tamba Hali,LB,Knee
2016,8,Kansas City Chiefs,Mitchell Schwartz,OT,Ankle
2016,8,Kansas City Chiefs,D.J. White,DB,Hand
2016,8,Minnesota Vikings,Anthony Barr,LB,Ankle
2016,8,Minnesota Vikings,Alex Boone,OG,Multiple
2016,8,Minnesota Vikings,Audie Cole,LB,Finger
2016,8,Minnesota Vikings,Sharrif Floyd,DT,Knee
2016,8,Minnesota Vikings,Zac Kerin,OG,Hand
2016,8,Minnesota Vikings,Jerick McKinnon,RB,Ankle
2016,8,Minnesota Vikings,Cordarrelle Patterson,WR,Concussion
2016,8,Minnesota Vikings,MyCole Pruitt,TE,Knee
2016,8,Minnesota Vikings,Andrew Sendejo,DB,Ankle
2016,8,Minnesota Vikings,Marcus Sherels,DB,Wrist
2016,8,Minnesota Vikings,Jeremiah Sirles,OT,Knee
2016,8,Minnesota Vikings,Laquon Treadwell,WR,Thumb
2016,8,Minnesota Vikings,Jarius Wright,WR,Ankle
2016,8,New England Patriots,Martellus Bennett,TE,Ankle
2016,8,New England Patriots,Brandon Bolden,RB,Knee
2016,8,New England Patriots,Jamie Collins,LB,Hip
2016,8,New England Patriots,Julian Edelman,WR,Foot
2016,8,New England Patriots,Woodrow Hamilton,DT,Shoulder
2016,8,New England Patriots,Jonathan Jones,DB,Hip
2016,8,New England Patriots,Malcolm Mitchell,WR,Hamstring
2016,8,New England Patriots,Elandon Roberts,LB,Ankle
2016,8,New England Patriots,Vincent Valentine,DT,Back
2016,8,New Orleans Saints,Stephone Anthony,LB,Hamstring
2016,8,New Orleans Saints,Terron Armstead,OT,Knee
2016,8,New Orleans Saints,Delvin Breaux,DB,Fibula
2016,8,New Orleans Saints,Dannell Ellerbe,LB,Quadricep
2016,8,New Orleans Saints,Senio Kelemete,OG,Neck
2016,8,New Orleans Saints,Jake Lampman,WR,Knee
2016,8,New Orleans Saints,Daniel Lasco,RB,Hamstring
2016,8,New Orleans Saints,Michael Mauti,LB,Illness
2016,8,New Orleans Saints,Sterling Moore,DB,Abdomen
2016,8,New Orleans Saints,Andrus Peat,OG,Groin
2016,8,New Orleans Saints,Max Unger,C,Shoulder
2016,8,New York Jets,Antonio Allen,DB,Achilles
2016,8,New York Jets,Bruce Carter,LB,Quadricep
2016,8,New York Jets,Ryan Clady,OT,Shoulder
2016,8,New York Jets,Kellen Davis,TE,Hip
2016,8,New York Jets,Matt Forte,RB,Knee
2016,8,New York Jets,Darron Lee,LB,Ankle
2016,8,New York Jets,Nick Mangold,C,Ankle
2016,8,New York Jets,Brandon Marshall,WR,Foot
2016,8,New York Jets,Bilal Powell,RB,Toe
2016,8,New York Jets,Brent Qvale,OG,Neck
2016,8,New York Jets,Darrelle Revis,DB,Ankle
2016,8,New York Jets,Austin Seferian-Jenkins,TE,Ankle
2016,8,New York Jets,Darryl Skrine,DB,Knee
2016,8,New York Jets,Muhammad Wilkerson,DE,Ankle
2016,8,New York Jets,Brian Winters,OG,Knee
2016,8,Oakland Raiders,Vadal Alexander,OT,Ankle
2016,8,Oakland Raiders,Andre Holmes,WR,Hip
2016,8,Oakland Raiders,Taiwan Jones,RB,Knee
2016,8,Oakland Raiders,Stacy McGee,DT,Ankle
2016,8,Oakland Raiders,Brynden Trawick,DB,Shoulder
2016,8,Oakland Raiders,Menelik Watson,OT,Calf
2016,8,Philadelphia Eagles,Kamu Grugier-Hill,LB,Hamstring
2016,8,Philadelphia Eagles,Taylor Hart,DE,Ankle
2016,8,Philadelphia Eagles,Mychal Kendricks,LB,Rib
2016,8,Philadelphia Eagles,Bennie Logan,DT,Groin
2016,8,Philadelphia Eagles,Jordan Matthews,WR,Knee
2016,8,Philadelphia Eagles,Jason Peters,OT,Biceps
2016,8,San Diego Chargers,Jahleel Addae,DB,Other
2016,8,San Diego Chargers,Jeremiah Attaochu,LB,Ankle
2016,8,San Diego Chargers,Travis Benjamin,WR,Knee
2016,8,San Diego Chargers,Brandon Flowers,DB,Concussion
2016,8,San Diego Chargers,Hunter Henry,TE,Concussion
2016,8,San Diego Chargers,Craig Mager,DB,Concussion
2016,8,San Diego Chargers,Denzel Perryman,LB,Multiple
2016,8,San Diego Chargers,Joshua Perry,LB,Knee
2016,8,San Diego Chargers,Tyrell Williams,WR,Knee
2016,8,Seattle Seahawks,Cliff Avril,DE,Groin
2016,8,Seattle Seahawks,Michael Bennett,DE,Knee
2016,8,Seattle Seahawks,Kam Chancellor,DB,Groin
2016,8,Seattle Seahawks,DeAndre Elliott,DB,Hamstring
2016,8,Seattle Seahawks,Jimmy Graham,TE,Knee
2016,8,Seattle Seahawks,Tyler Lockett,WR,Thigh
2016,8,Seattle Seahawks,Kevin Pierre-Louis,LB,Ankle
2016,8,Seattle Seahawks,Thomas Rawls,RB,Fibula
2016,8,Seattle Seahawks,Bradley Sowell,OT,Knee
2016,8,Seattle Seahawks,Luke Willson,TE,Knee
2016,8,Seattle Seahawks,Russell Wilson,QB,Multiple
2016,8,Tampa Bay Buccaneers,Robert Ayers,DE,Ankle
2016,8,Tampa Bay Buccaneers,Joe Hawley,C,Ankle
2016,8,Tampa Bay Buccaneers,Doug Martin,RB,Hamstring
2016,8,Tampa Bay Buccaneers,Gerald McCoy,DT,Calf
2016,8,Tampa Bay Buccaneers,Clinton McDonald,DT,Hamstring
2016,8,Tennessee Titans,Perrish Cox,DB,Concussion
2016,8,Tennessee Titans,Kevin Dodd,LB,Foot
2016,8,Tennessee Titans,Rashad Johnson,DB,Neck
2016,8,Tennessee Titans,Tajae Sharpe,WR,Knee
2016,8,Tennessee Titans,Quinton Spain,OG,Knee
2016,8,Tennessee Titans,Delanie Walker,TE,Chest
2016,8,Washington Redskins,Will Blackmon,DB,Wrist
2016,8,Washington Redskins,Bashaud Breeland,DB,Ankle
2016,8,Washington Redskins,Jamison Crowder,WR,Groin
2016,8,Washington Redskins,Vernon Davis,TE,Groin
2016,8,Washington Redskins,Mason Foster,LB,Shin
2016,8,Washington Redskins,Terence Garvin,LB,Hip
2016,8,Washington Redskins,DeSean Jackson,WR,Multiple
2016,8,Washington Redskins,Matt Jones,RB,Knee
2016,8,Washington Redskins,Spencer Long,OG,Chest
2016,8,Washington Redskins,Josh Norman,DB,Multiple
2016,8,Washington Redskins,Jordan Reed,TE,Concussion
2016,8,Washington Redskins,Brandon Scherff,OG,Shoulder
2016,8,Washington Redskins,Trent Williams,OT,Knee
2016,9,Atlanta Falcons,Tevin Coleman,RB,Hamstring
2016,9,Atlanta Falcons,Dwight Freeney,DE,Quadricep
2016,9,Atlanta Falcons,Grady Jarrett,DT,Shoulder
2016,9,Atlanta Falcons,Julio Jones,WR,Knee
2016,9,Atlanta Falcons,Andrew Levitre,OG,Foot
2016,9,Atlanta Falcons,Brian Poole,DB,Foot
2016,9,Atlanta Falcons,Jacob Tamme,TE,Shoulder
2016,9,Baltimore Ravens,Kamalei Correa,LB,Thigh
2016,9,Baltimore Ravens,Elvis Dumervil,DE,Foot
2016,9,Baltimore Ravens,Crockett Gillmore,TE,Thigh
2016,9,Baltimore Ravens,C.J. Mosley,LB,Thigh
2016,9,Baltimore Ravens,Steve Smith,WR,Ankle
2016,9,Baltimore Ravens,Ronnie Stanley,OT,Foot
2016,9,Baltimore Ravens,Terrell Suggs,LB,Biceps
2016,9,Baltimore Ravens,Lardarius Webb,DB,Thigh
2016,9,Baltimore Ravens,Shareece Wright,DB,Thigh
2016,9,Baltimore Ravens,Marshal Yanda,OG,Shoulder
2016,9,Baltimore Ravens,Tavon Young,DB,Concussion
2016,9,Buffalo Bills,Lorenzo Alexander,LB,Hamstring
2016,9,Buffalo Bills,Corbin Bryant,DT,Shoulder
2016,9,Buffalo Bills,Reggie Bush,RB,Groin
2016,9,Buffalo Bills,Charles Clay,TE,Knee
2016,9,Buffalo Bills,Marcell Dareus,DT,Groin
2016,9,Buffalo Bills,Cordy Glenn,OT,Ankle
2016,9,Buffalo Bills,Marquise Goodwin,WR,Concussion
2016,9,Buffalo Bills,Jerry Hughes,DE,Hand
2016,9,Buffalo Bills,LeSean McCoy,RB,Hamstring
2016,9,Buffalo Bills,Lerentee McCray,DE,Knee
2016,9,Buffalo Bills,Brandon Tate,WR,Concussion
2016,9,Buffalo Bills,Kyle Williams,DT,Illness
2016,9,Buffalo Bills,Robert Woods,WR,Foot
2016,9,Carolina Panthers,Mario Addison,DE,Groin
2016,9,Carolina Panthers,James Bradberry,DB,Foot
2016,9,Carolina Panthers,Vernon Butler,DT,Ankle
2016,9,Carolina Panthers,Kurt Coleman,DB,Thumb
2016,9,Carolina Panthers,Ryan Kalil,C,Shoulder
2016,9,Carolina Panthers,Luke Kuechly,LB,Groin
2016,9,Carolina Panthers,Robert McClain,DB,Groin
2016,9,Carolina Panthers,Michael Oher,OT,Concussion
2016,9,Carolina Panthers,Shaq Thompson,LB,Knee
2016,9,Carolina Panthers,Daryl Worley,DB,Elbow
2016,9,Cleveland Browns,Marcus Burley,DB,Hamstring
2016,9,Cleveland Browns,Tank Carder,LB,Concussion
2016,9,Cleveland Browns,Corey Coleman,WR,Hand
2016,9,Cleveland Browns,Cameron Erving,OT,Shoulder
2016,9,Cleveland Browns,John Greco,OG,Knee
2016,9,Cleveland Browns,Joe Haden,DB,Groin
2016,9,Cleveland Browns,Cody Kessler,QB,Concussion
2016,9,Cleveland Browns,Ricardo Louis,WR,Hamstring
2016,9,Cleveland Browns,Terrelle Pryor,WR,Hamstring
2016,9,Cleveland Browns,Jamar Taylor,DB,Groin
2016,9,Cleveland Browns,Randall Telfer,TE,Back
2016,9,Cleveland Browns,Joe Thomas,OT,Knee
2016,9,Dallas Cowboys,Dez Bryant,WR,Multiple
2016,9,Dallas Cowboys,Barry Church,DB,Forearm
2016,9,Dallas Cowboys,Morris Claiborne,DB,Groin
2016,9,Dallas Cowboys,Maliek Collins,DT,Knee
2016,9,Dallas Cowboys,Ryan Davis,DE,Hamstring
2016,9,Dallas Cowboys,Lance Dunbar,RB,Knee
2016,9,Dallas Cowboys,Chaz Green,OT,Foot
2016,9,Dallas Cowboys,Anthony Hitchens,LB,Knee
2016,9,Dallas Cowboys,Demarcus Lawrence,DE,Multiple
2016,9,Dallas Cowboys,Tony Romo,QB,Back
2016,9,Dallas Cowboys,Tyron Smith,OT,Back
2016,9,Denver Broncos,Shaquil Barrett,LB,Shoulder
2016,9,Denver Broncos,Devontae Booker,RB,Shoulder
2016,9,Denver Broncos,Andy Janovich,RB,Hand
2016,9,Denver Broncos,Brandon Marshall,LB,Hamstring
2016,9,Denver Broncos,Matt Paradis,C,Hip
2016,9,Denver Broncos,Trevor Siemian,QB,Shoulder
2016,9,Denver Broncos,Aqib Talib,DB,Back
2016,9,Denver Broncos,Demarcus Ware,LB,Forearm
2016,9,Denver Broncos,Kayvon Webster,DB,Hamstring
2016,9,Denver Broncos,Sylvester Williams,DT,Ankle
2016,9,Detroit Lions,Ezekiel Ansah,DE,Ankle
2016,9,Detroit Lions,Adairius Barnes,DB,Hamstring
2016,9,Detroit Lions,Taylor Decker,OT,Rib
2016,9,Detroit Lions,Marvin Jones,WR,Foot
2016,9,Detroit Lions,DeAndre Levy,LB,Multiple
2016,9,Detroit Lions,Haloti Ngata,DT,Shoulder
2016,9,Detroit Lions,Riley Reiff,OT,Illness
2016,9,Detroit Lions,Theo Riddick,RB,Ankle
2016,9,Detroit Lions,Corey Robinson,OT,Ankle
2016,9,Detroit Lions,Darius Slay,DB,Hamstring
2016,9,Green Bay Packers,Randall Cobb,WR,Hamstring
2016,9,Green Bay Packers,Jared Cook,TE,Ankle
2016,9,Green Bay Packers,Demetri Goodson,DB,Concussion
2016,9,Green Bay Packers,T.J. Lang,OG,Hip
2016,9,Green Bay Packers,Clay Matthews,LB,Hamstring
2016,9,Green Bay Packers,Ty Montgomery,WR,Illness
2016,9,Green Bay Packers,Damarious Randall,DB,Groin
2016,9,Green Bay Packers,Quinten Rollins,DB,Groin
2016,9,Green Bay Packers,James Starks,RB,Knee
2016,9,Green Bay Packers,J.C. Tretter,C,Knee
2016,9,Indianapolis Colts,Mike Adams,DB,Groin
2016,9,Indianapolis Colts,Dwayne Allen,TE,Ankle
2016,9,Indianapolis Colts,Henry Anderson,DE,Knee
2016,9,Indianapolis Colts,Chris Carter,LB,Hamstring
2016,9,Indianapolis Colts,Vontae Davis,DB,Concussion
2016,9,Indianapolis Colts,Denzelle Good,OG,Knee
2016,9,Indianapolis Colts,T.Y. Hilton,WR,Hamstring
2016,9,Indianapolis Colts,Kendall Langford,DE,Knee
2016,9,Indianapolis Colts,Andrew Luck,QB,Shoulder
2016,9,Indianapolis Colts,Curt Maggitt,LB,Ankle
2016,9,Indianapolis Colts,Jack Mewhort,OG,Tricep
2016,9,Indianapolis Colts,Joe Reitz,OG,Concussion
2016,9,Indianapolis Colts,Chester Rogers,WR,Multiple
2016,9,Jacksonville Jaguars,Kelvin Beachum,OT,Knee
2016,9,Jacksonville Jaguars,Aaron Colvin,DB,Calf
2016,9,Jacksonville Jaguars,Myles Jack,LB,Illness
2016,9,Jacksonville Jaguars,Jared Odrick,DE,Multiple
2016,9,Jacksonville Jaguars,Jermey Parnell,OT,Calf
2016,9,Jacksonville Jaguars,Julius Thomas,TE,Ankle
2016,9,Kansas City Chiefs,Jordan Devey,OG,Ankle
2016,9,Kansas City Chiefs,Parker Ehinger,OG,Knee
2016,9,Kansas City Chiefs,Tamba Hali,LB,Knee
2016,9,Kansas City Chiefs,Jaye Howard,DE,Hip
2016,9,Kansas City Chiefs,Derrick Johnson,LB,Hamstring
2016,9,Kansas City Chiefs,Jeremy Maclin,WR,Groin
2016,9,Kansas City Chiefs,Mitchell Schwartz,OT,Ankle
2016,9,Kansas City Chiefs,Alex Smith,QB,Multiple
2016,9,Kansas City Chiefs,Spencer Ware,RB,Concussion
2016,9,Kansas City Chiefs,D.J. White,DB,Hand
2016,9,Los Angeles Rams,Michael Brockers,DE,Groin
2016,9,Los Angeles Rams,Jamon Brown,OG,Hand
2016,9,Los Angeles Rams,William Hayes,DE,Ankle
2016,9,Los Angeles Rams,Trumaine Johnson,DB,Ankle
2016,9,Los Angeles Rams,Nelson Spruce,WR,Calf
2016,9,Miami Dolphins,Isa Abdul-Quddus,DB,Ankle
2016,9,Miami Dolphins,Jermon Bushrod,OT,Shoulder
2016,9,Miami Dolphins,Jordan Cameron,TE,Concussion
2016,9,Miami Dolphins,Xavien Howard,DB,Knee
2016,9,Miami Dolphins,DeVante Parker,WR,Hamstring
2016,9,Miami Dolphins,Dion Sims,TE,Concussion
2016,9,Miami Dolphins,Laremy Tunsil,OT,Abdomen
2016,9,Minnesota Vikings,Anthony Barr,LB,Groin
2016,9,Minnesota Vikings,Alex Boone,OG,Multiple
2016,9,Minnesota Vikings,Audie Cole,LB,Finger
2016,9,Minnesota Vikings,Sharrif Floyd,DT,Knee
2016,9,Minnesota Vikings,Tom Johnson,DT,Concussion
2016,9,Minnesota Vikings,Eric Kendricks,LB,Concussion
2016,9,Minnesota Vikings,Zac Kerin,OG,Hand
2016,9,Minnesota Vikings,Jerick McKinnon,RB,Ankle
2016,9,Minnesota Vikings,Captain Munnerlyn,DB,Foot
2016,9,Minnesota Vikings,MyCole Pruitt,TE,Knee
2016,9,Minnesota Vikings,Xavier Rhodes,DB,Calf
2016,9,Minnesota Vikings,Andrew Sendejo,DB,Ankle
2016,9,Minnesota Vikings,Marcus Sherels,DB,Wrist
2016,9,Minnesota Vikings,Jarius Wright,WR,Ankle
2016,9,New Orleans Saints,Stephone Anthony,LB,Hamstring
2016,9,New Orleans Saints,Terron Armstead,OT,Knee
2016,9,New Orleans Saints,Delvin Breaux,DB,Fibula
2016,9,New Orleans Saints,Dannell Ellerbe,LB,Quadricep
2016,9,New Orleans Saints,Jake Lampman,WR,Knee
2016,9,New Orleans Saints,Daniel Lasco,RB,Hamstring
2016,9,New Orleans Saints,James Laurinaitis,LB,Quadricep
2016,9,New Orleans Saints,Sterling Moore,DB,Abdomen
2016,9,New Orleans Saints,Michael Thomas,WR,Ankle
2016,9,New Orleans Saints,Max Unger,C,Shoulder
2016,9,New Orleans Saints,Kenny Vaccaro,DB,Knee
2016,9,New York Giants,Odell Beckham Jr.,WR,Hip
2016,9,New York Giants,Nat Berhe,DB,Concussion
2016,9,New York Giants,Zak DeOssie,LS,Ankle
2016,9,New York Giants,Ryan Nassib,QB,Elbow
2016,9,New York Giants,Marshall Newhouse,OT,Calf
2016,9,New York Giants,Bobby Rainey,RB,Calf
2016,9,New York Giants,Darian Thompson,DB,Foot
2016,9,New York Giants,Kerry Wynn,DE,Concussion
2016,9,New York Jets,Bruce Carter,LB,Quadricep
2016,9,New York Jets,Ryan Clady,OT,Shoulder
2016,9,New York Jets,Kellen Davis,TE,Elbow
2016,9,New York Jets,Quincy Enunwa,WR,Multiple
2016,9,New York Jets,Matt Forte,RB,Knee
2016,9,New York Jets,Breno Giacomini,OT,Shoulder
2016,9,New York Jets,Darron Lee,LB,Ankle
2016,9,New York Jets,Nick Mangold,C,Ankle
2016,9,New York Jets,Brandon Marshall,WR,Foot
2016,9,New York Jets,Charone Peake,WR,Ankle
2016,9,New York Jets,Brent Qvale,OG,Neck
2016,9,New York Jets,Austin Seferian-Jenkins,TE,Ankle
2016,9,New York Jets,Brandon Shell,OT,Shoulder
2016,9,New York Jets,Darryl Skrine,DB,Knee
2016,9,New York Jets,Muhammad Wilkerson,DE,Ankle
2016,9,Oakland Raiders,Vadal Alexander,OT,Ankle
2016,9,Oakland Raiders,Amari Cooper,WR,Back
2016,9,Oakland Raiders,Rodney Hudson,C,Knee
2016,9,Oakland Raiders,Taiwan Jones,RB,Knee
2016,9,Oakland Raiders,Stacy McGee,DT,Ankle
2016,9,Oakland Raiders,Jamize Olawale,RB,Ankle
2016,9,Oakland Raiders,Kelechi Osemele,OG,Knee
2016,9,Oakland Raiders,Sean Smith,DB,Shoulder
2016,9,Oakland Raiders,Menelik Watson,OT,Calf
2016,9,Philadelphia Eagles,Allen Barbre,OG,Hamstring
2016,9,Philadelphia Eagles,Nolan Carroll,DB,Hamstring
2016,9,Philadelphia Eagles,Kamu Grugier-Hill,LB,Hamstring
2016,9,Philadelphia Eagles,Taylor Hart,DE,Ankle
2016,9,Philadelphia Eagles,Bennie Logan,DT,Groin
2016,9,Philadelphia Eagles,Chris Maragos,DB,Hamstring
2016,9,Philadelphia Eagles,Ryan Mathews,RB,Other
2016,9,Pittsburgh Steelers,Antonio Brown,WR,Hip
2016,9,Pittsburgh Steelers,William Gay,DB,Foot
2016,9,Pittsburgh Steelers,Marcus Gilbert,OT,Ankle
2016,9,Pittsburgh Steelers,Cameron Heyward,DT,Hamstring
2016,9,Pittsburgh Steelers,Ben Roethlisberger,QB,Knee
2016,9,Pittsburgh Steelers,Shamarko Thomas,DB,Groin
2016,9,Pittsburgh Steelers,Cody Wallace,C,Knee
2016,9,Pittsburgh Steelers,Markus Wheaton,WR,Shoulder
2016,9,Pittsburgh Steelers,DeAngelo Williams,RB,Knee
2016,9,San Diego Chargers,Jahleel Addae,DB,Other
2016,9,San Diego Chargers,Jeremiah Attaochu,LB,Ankle
2016,9,San Diego Chargers,Travis Benjamin,WR,Knee
2016,9,San Diego Chargers,Jatavis Brown,LB,Knee
2016,9,San Diego Chargers,Hunter Henry,TE,Knee
2016,9,San Diego Chargers,Craig Mager,DB,Concussion
2016,9,San Diego Chargers,Denzel Perryman,LB,Hamstring
2016,9,San Diego Chargers,Tyrell Williams,WR,Knee
2016,9,San Francisco 49ers,Arik Armstead,DE,Shoulder
2016,9,San Francisco 49ers,Zane Beadles,OG,Multiple
2016,9,San Francisco 49ers,Nick Bellore,RB,Shoulder
2016,9,San Francisco 49ers,Ronald Blair,DT,Ankle
2016,9,San Francisco 49ers,Quinton Dial,DT,Knee
2016,9,San Francisco 49ers,Glenn Dorsey,DE,Knee
2016,9,San Francisco 49ers,Carlos Hyde,RB,Shoulder
2016,9,San Francisco 49ers,Aaron Lynch,LB,Ankle
2016,9,San Francisco 49ers,Rashard Robinson,DB,Knee
2016,9,Seattle Seahawks,Cliff Avril,DE,Groin
2016,9,Seattle Seahawks,Michael Bennett,DE,Knee
2016,9,Seattle Seahawks,Kam Chancellor,DB,Groin
2016,9,Seattle Seahawks,DeAndre Elliott,DB,Hamstring
2016,9,Seattle Seahawks,Jimmy Graham,TE,Knee
2016,9,Seattle Seahawks,Tony McDaniel,DT,Ankle
2016,9,Seattle Seahawks,Kevin Pierre-Louis,LB,Ankle
2016,9,Seattle Seahawks,Thomas Rawls,RB,Fibula
2016,9,Seattle Seahawks,Bradley Sowell,OT,Knee
2016,9,Seattle Seahawks,Luke Willson,TE,Knee
2016,9,Seattle Seahawks,Russell Wilson,QB,Multiple
2016,9,Tampa Bay Buccaneers,William Gholston,DE,Biceps
2016,9,Tampa Bay Buccaneers,Doug Martin,RB,Hamstring
2016,9,Tampa Bay Buccaneers,Clinton McDonald,DT,Hamstring
2016,9,Tampa Bay Buccaneers,Jacquizz Rodgers,RB,Foot
2016,9,Tampa Bay Buccaneers,Russell Shepard,WR,Hip
2016,9,Tennessee Titans,Perrish Cox,DB,Concussion
2016,9,Tennessee Titans,Rashad Johnson,DB,Neck
2016,9,Tennessee Titans,DeMarco Murray,RB,Foot
2016,9,Tennessee Titans,Quinton Spain,OG,Knee
2016,9,Tennessee Titans,Delanie Walker,TE,Groin
2016,9,Tennessee Titans,Aaron Wallace,LB,Shoulder
2017,1,Arizona Cardinals,Deone Bucannon,LB,Ankle
2017,1,Arizona Cardinals,Mike Iupati,OG,Tricep
2017,1,Arizona Cardinals,Robert Nkemdiche,DT,Calf
2017,1,Atlanta Falcons,Brian Hill,RB,Ankle
2017,1,Atlanta Falcons,Damontae Kazee,DB,Ankle
2017,1,Atlanta Falcons,Austin Pasztor,OT,Chest
2017,1,Atlanta Falcons,Terron Ward,RB,Hamstring
2017,1,Baltimore Ravens,Joe Flacco,QB,Back
2017,1,Baltimore Ravens,Jaylen Hill,DB,Thigh
2017,1,Baltimore Ravens,Jeremy Maclin,WR,Hand
2017,1,Baltimore Ravens,Breshad Perriman,WR,Thigh
2017,1,Baltimore Ravens,Sheldon Price,DB,Concussion
2017,1,Baltimore Ravens,Ronnie Stanley,OT,Knee
2017,1,Baltimore Ravens,Danny Woodhead,RB,Thigh
2017,1,Buffalo Bills,Colt Anderson,DB,Foot
2017,1,Buffalo Bills,Marcell Dareus,DT,Hip
2017,1,Buffalo Bills,Cordy Glenn,OT,Foot
2017,1,Buffalo Bills,Jordan Matthews,WR,Chest
2017,1,Buffalo Bills,LeSean McCoy,RB,Illness
2017,1,Buffalo Bills,Tyrod Taylor,QB,Concussion
2017,1,Buffalo Bills,Tanner Vallejo,LB,Knee
2017,1,Buffalo Bills,Jerel Worthy,DE,Concussion
2017,1,Carolina Panthers,Vernon Butler,DT,Knee
2017,1,Carolina Panthers,Daeshon Hall,DE,Knee
2017,1,Carolina Panthers,Kyle Love,DT,Ankle
2017,1,Carolina Panthers,Cole Luke,DB,Ankle
